X,Y
5.4e-05,3.6e-05
5.4e-05,3.9e-05
5.4e-05,4.2e-05
5.4e-05,4.5e-05
5.4e-05,4.8e-05
5.4e-05,5.1e-05
5.4e-05,5.4e-05
5.4e-05,5.7e-05
5.4e-05,6e-05
5.4e-05,6.3e-05
5.4e-05,6.6e-05
5.4e-05,6.9e-05
5.4e-05,7.2e-05
5.4e-05,7.5e-05
5.4e-05,7.8e-05
5.4e-05,8.1e-05
5.4e-05,8.4e-05
5.4e-05,8.7e-05
5.4e-05,9e-05
5.4e-05,9.3e-05
5.4e-05,9.6e-05
5.4e-05,9.9e-05
5.4e-05,0.000102
5.4e-05,0.000105
5.4e-05,0.000108
5.4e-05,0.000111
5.4e-05,0.000114
5.4e-05,0.000117
5.4e-05,0.00012
5.4e-05,0.000123
5.4e-05,0.000126
5.4e-05,0.000129
5.4e-05,0.000132
5.4e-05,0.000135
5.4e-05,0.000138
5.4e-05,0.000141
5.4e-05,0.000144
5.4e-05,0.000147
5.4e-05,0.00015
5.7e-05,3e-06
5.7e-05,6e-06
5.7e-05,9e-06
5.7e-05,1.2e-05
5.7e-05,1.5e-05
5.7e-05,1.8e-05
5.7e-05,2.1e-05
5.7e-05,2.4e-05
5.7e-05,2.7e-05
5.7e-05,3e-05
5.7e-05,3.3e-05
5.7e-05,3.6e-05
5.7e-05,3.9e-05
5.7e-05,4.2e-05
5.7e-05,4.5e-05
5.7e-05,4.8e-05
5.7e-05,5.1e-05
5.7e-05,5.4e-05
5.7e-05,5.7e-05
5.7e-05,6e-05
5.7e-05,6.3e-05
5.7e-05,6.6e-05
5.7e-05,6.9e-05
5.7e-05,7.2e-05
5.7e-05,7.5e-05
5.7e-05,7.8e-05
5.7e-05,8.1e-05
5.7e-05,8.4e-05
5.7e-05,8.7e-05
5.7e-05,9e-05
5.7e-05,9.3e-05
5.7e-05,9.6e-05
5.7e-05,9.9e-05
5.7e-05,0.000102
5.7e-05,0.000105
5.7e-05,0.000108
5.7e-05,0.000111
5.7e-05,0.000114
5.7e-05,0.000117
5.7e-05,0.00012
5.7e-05,0.000123
5.7e-05,0.000126
5.7e-05,0.000129
5.7e-05,0.000132
5.7e-05,0.000135
5.7e-05,0.000138
5.7e-05,0.000141
5.7e-05,0.000144
5.7e-05,0.000147
5.7e-05,0.00015
6e-05,3e-06
6e-05,6e-06
6e-05,9e-06
6e-05,1.2e-05
6e-05,1.5e-05
6e-05,1.8e-05
6e-05,2.1e-05
6e-05,2.4e-05
6e-05,2.7e-05
6e-05,3e-05
6e-05,3.3e-05
6e-05,3.6e-05
6e-05,3.9e-05
6e-05,4.2e-05
6e-05,4.5e-05
6e-05,4.8e-05
6e-05,5.1e-05
6e-05,5.4e-05
6e-05,5.7e-05
6e-05,6e-05
6e-05,6.3e-05
6e-05,6.6e-05
6e-05,6.9e-05
6e-05,7.2e-05
6e-05,7.5e-05
6e-05,7.8e-05
6e-05,8.1e-05
6e-05,8.4e-05
6e-05,8.7e-05
6e-05,9e-05
6e-05,9.3e-05
6e-05,9.6e-05
6e-05,9.9e-05
6e-05,0.000102
6e-05,0.000105
6e-05,0.000108
6e-05,0.000111
6e-05,0.000114
6e-05,0.000117
6e-05,0.00012
6e-05,0.000123
6e-05,0.000126
6e-05,0.000129
6e-05,0.000132
6e-05,0.000135
6e-05,0.000138
6e-05,0.000141
6e-05,0.000144
6e-05,0.000147
6e-05,0.00015
6.3e-05,3e-06
6.3e-05,6e-06
6.3e-05,9e-06
6.3e-05,1.2e-05
6.3e-05,1.5e-05
6.3e-05,1.8e-05
6.3e-05,2.1e-05
6.3e-05,2.4e-05
6.3e-05,2.7e-05
6.3e-05,3e-05
6.3e-05,3.3e-05
6.3e-05,3.6e-05
6.3e-05,3.9e-05
6.3e-05,4.2e-05
6.3e-05,4.5e-05
6.3e-05,4.8e-05
6.3e-05,5.1e-05
6.3e-05,5.4e-05
6.3e-05,5.7e-05
6.3e-05,6e-05
6.3e-05,6.3e-05
6.3e-05,6.6e-05
6.3e-05,6.9e-05
6.3e-05,7.2e-05
6.3e-05,7.5e-05
6.3e-05,7.8e-05
6.3e-05,8.1e-05
6.3e-05,8.4e-05
6.3e-05,8.7e-05
6.3e-05,9e-05
6.3e-05,9.3e-05
6.3e-05,9.6e-05
6.3e-05,9.9e-05
6.3e-05,0.000102
6.3e-05,0.000105
6.3e-05,0.000108
6.3e-05,0.000111
6.3e-05,0.000114
6.3e-05,0.000117
6.3e-05,0.00012
6.3e-05,0.000123
6.3e-05,0.000126
6.3e-05,0.000129
6.3e-05,0.000132
6.3e-05,0.000135
6.3e-05,0.000138
6.3e-05,0.000141
6.3e-05,0.000144
6.3e-05,0.000147
6.3e-05,0.00015
6.6e-05,3e-06
6.6e-05,6e-06
6.6e-05,9e-06
6.6e-05,1.2e-05
6.6e-05,1.5e-05
6.6e-05,1.8e-05
6.6e-05,2.1e-05
6.6e-05,2.4e-05
6.6e-05,2.7e-05
6.6e-05,3e-05
6.6e-05,3.3e-05
6.6e-05,3.6e-05
6.6e-05,3.9e-05
6.6e-05,4.2e-05
6.6e-05,4.5e-05
6.6e-05,4.8e-05
6.6e-05,5.1e-05
6.6e-05,5.4e-05
6.6e-05,5.7e-05
6.6e-05,6e-05
6.6e-05,6.3e-05
6.6e-05,6.6e-05
6.6e-05,6.9e-05
6.6e-05,7.2e-05
6.6e-05,7.5e-05
6.6e-05,7.8e-05
6.6e-05,8.1e-05
6.6e-05,8.4e-05
6.6e-05,8.7e-05
6.6e-05,9e-05
6.6e-05,9.3e-05
6.6e-05,9.6e-05
6.6e-05,9.9e-05
6.6e-05,0.000102
6.6e-05,0.000105
6.6e-05,0.000108
6.6e-05,0.000111
6.6e-05,0.000114
6.6e-05,0.000117
6.6e-05,0.00012
6.6e-05,0.000123
6.6e-05,0.000126
6.6e-05,0.000129
6.6e-05,0.000132
6.6e-05,0.000135
6.6e-05,0.000138
6.6e-05,0.000141
6.6e-05,0.000144
6.6e-05,0.000147
6.6e-05,0.00015
6.9e-05,3e-06
6.9e-05,6e-06
6.9e-05,9e-06
6.9e-05,1.2e-05
6.9e-05,1.5e-05
6.9e-05,1.8e-05
6.9e-05,2.1e-05
6.9e-05,2.4e-05
6.9e-05,2.7e-05
6.9e-05,3e-05
6.9e-05,3.3e-05
6.9e-05,3.6e-05
6.9e-05,3.9e-05
6.9e-05,4.2e-05
6.9e-05,4.5e-05
6.9e-05,4.8e-05
6.9e-05,5.1e-05
6.9e-05,5.4e-05
6.9e-05,5.7e-05
6.9e-05,6e-05
6.9e-05,6.3e-05
6.9e-05,6.6e-05
6.9e-05,6.9e-05
6.9e-05,7.2e-05
6.9e-05,7.5e-05
6.9e-05,7.8e-05
6.9e-05,8.1e-05
6.9e-05,8.4e-05
6.9e-05,8.7e-05
6.9e-05,9e-05
6.9e-05,9.3e-05
6.9e-05,9.6e-05
6.9e-05,9.9e-05
6.9e-05,0.000102
6.9e-05,0.000105
6.9e-05,0.000108
6.9e-05,0.000111
6.9e-05,0.000114
6.9e-05,0.000117
6.9e-05,0.00012
6.9e-05,0.000123
6.9e-05,0.000126
6.9e-05,0.000129
6.9e-05,0.000132
6.9e-05,0.000135
6.9e-05,0.000138
6.9e-05,0.000141
6.9e-05,0.000144
6.9e-05,0.000147
6.9e-05,0.00015
7.2e-05,3e-06
7.2e-05,6e-06
7.2e-05,9e-06
7.2e-05,1.2e-05
7.2e-05,1.5e-05
7.2e-05,1.8e-05
7.2e-05,2.1e-05
7.2e-05,2.4e-05
7.2e-05,2.7e-05
7.2e-05,3e-05
7.2e-05,3.3e-05
7.2e-05,3.6e-05
7.2e-05,3.9e-05
7.2e-05,4.2e-05
7.2e-05,4.5e-05
7.2e-05,4.8e-05
7.2e-05,5.1e-05
7.2e-05,5.4e-05
7.2e-05,5.7e-05
7.2e-05,6e-05
7.2e-05,6.3e-05
7.2e-05,6.6e-05
7.2e-05,6.9e-05
7.2e-05,7.2e-05
7.2e-05,7.5e-05
7.2e-05,7.8e-05
7.2e-05,8.1e-05
7.2e-05,8.4e-05
7.2e-05,8.7e-05
7.2e-05,9e-05
7.2e-05,9.3e-05
7.2e-05,9.6e-05
7.2e-05,9.9e-05
7.2e-05,0.000102
7.2e-05,0.000105
7.2e-05,0.000108
7.2e-05,0.000111
7.2e-05,0.000114
7.2e-05,0.000117
7.2e-05,0.00012
7.2e-05,0.000123
7.2e-05,0.000126
7.2e-05,0.000129
7.2e-05,0.000132
7.2e-05,0.000135
7.2e-05,0.000138
7.2e-05,0.000141
7.2e-05,0.000144
7.2e-05,0.000147
7.2e-05,0.00015
7.5e-05,3e-06
7.5e-05,6e-06
7.5e-05,9e-06
7.5e-05,1.2e-05
7.5e-05,1.5e-05
7.5e-05,1.8e-05
7.5e-05,2.1e-05
7.5e-05,2.4e-05
7.5e-05,2.7e-05
7.5e-05,3e-05
7.5e-05,3.3e-05
7.5e-05,3.6e-05
7.5e-05,3.9e-05
7.5e-05,4.2e-05
7.5e-05,4.5e-05
7.5e-05,4.8e-05
7.5e-05,5.1e-05
7.5e-05,5.4e-05
7.5e-05,5.7e-05
7.5e-05,6e-05
7.5e-05,6.3e-05
7.5e-05,6.6e-05
7.5e-05,6.9e-05
7.5e-05,7.2e-05
7.5e-05,7.5e-05
7.5e-05,7.8e-05
7.5e-05,8.1e-05
7.5e-05,8.4e-05
7.5e-05,8.7e-05
7.5e-05,9e-05
7.5e-05,9.3e-05
7.5e-05,9.6e-05
7.5e-05,9.9e-05
7.5e-05,0.000102
7.5e-05,0.000105
7.5e-05,0.000108
7.5e-05,0.000111
7.5e-05,0.000114
7.5e-05,0.000117
7.5e-05,0.00012
7.5e-05,0.000123
7.5e-05,0.000126
7.5e-05,0.000129
7.5e-05,0.000132
7.5e-05,0.000135
7.5e-05,0.000138
7.5e-05,0.000141
7.5e-05,0.000144
7.5e-05,0.000147
7.5e-05,0.00015
7.8e-05,3e-06
7.8e-05,6e-06
7.8e-05,9e-06
7.8e-05,1.2e-05
7.8e-05,1.5e-05
7.8e-05,1.8e-05
7.8e-05,2.1e-05
7.8e-05,2.4e-05
7.8e-05,2.7e-05
7.8e-05,3e-05
7.8e-05,3.3e-05
7.8e-05,3.6e-05
7.8e-05,3.9e-05
7.8e-05,4.2e-05
7.8e-05,4.5e-05
7.8e-05,4.8e-05
7.8e-05,5.1e-05
7.8e-05,5.4e-05
7.8e-05,5.7e-05
7.8e-05,6e-05
7.8e-05,6.3e-05
7.8e-05,6.6e-05
7.8e-05,6.9e-05
7.8e-05,7.2e-05
7.8e-05,7.5e-05
7.8e-05,7.8e-05
7.8e-05,8.1e-05
7.8e-05,8.4e-05
7.8e-05,8.7e-05
7.8e-05,9e-05
7.8e-05,9.3e-05
7.8e-05,9.6e-05
7.8e-05,9.9e-05
7.8e-05,0.000102
7.8e-05,0.000105
7.8e-05,0.000108
7.8e-05,0.000111
7.8e-05,0.000114
7.8e-05,0.000117
7.8e-05,0.00012
7.8e-05,0.000123
7.8e-05,0.000126
7.8e-05,0.000129
7.8e-05,0.000132
7.8e-05,0.000135
7.8e-05,0.000138
7.8e-05,0.000141
7.8e-05,0.000144
7.8e-05,0.000147
7.8e-05,0.00015
8.1e-05,3e-06
8.1e-05,6e-06
8.1e-05,9e-06
8.1e-05,1.2e-05
8.1e-05,1.5e-05
8.1e-05,1.8e-05
8.1e-05,2.1e-05
8.1e-05,2.4e-05
8.1e-05,2.7e-05
8.1e-05,3e-05
8.1e-05,3.3e-05
8.1e-05,3.6e-05
8.1e-05,3.9e-05
8.1e-05,4.2e-05
8.1e-05,4.5e-05
8.1e-05,4.8e-05
8.1e-05,5.1e-05
8.1e-05,5.4e-05
8.1e-05,5.7e-05
8.1e-05,6e-05
8.1e-05,6.3e-05
8.1e-05,6.6e-05
8.1e-05,6.9e-05
8.1e-05,7.2e-05
8.1e-05,7.5e-05
8.1e-05,7.8e-05
8.1e-05,8.1e-05
8.1e-05,8.4e-05
8.1e-05,8.7e-05
8.1e-05,9e-05
8.1e-05,9.3e-05
8.1e-05,9.6e-05
8.1e-05,9.9e-05
8.1e-05,0.000102
8.1e-05,0.000105
8.1e-05,0.000108
8.1e-05,0.000111
8.1e-05,0.000114
8.1e-05,0.000117
8.1e-05,0.00012
8.1e-05,0.000123
8.1e-05,0.000126
8.1e-05,0.000129
8.1e-05,0.000132
8.1e-05,0.000135
8.1e-05,0.000138
8.1e-05,0.000141
8.1e-05,0.000144
8.1e-05,0.000147
8.1e-05,0.00015
8.4e-05,3e-06
8.4e-05,6e-06
8.4e-05,9e-06
8.4e-05,1.2e-05
8.4e-05,1.5e-05
8.4e-05,1.8e-05
8.4e-05,2.1e-05
8.4e-05,2.4e-05
8.4e-05,2.7e-05
8.4e-05,3e-05
8.4e-05,3.3e-05
8.4e-05,3.6e-05
8.4e-05,3.9e-05
8.4e-05,4.2e-05
8.4e-05,4.5e-05
8.4e-05,4.8e-05
8.4e-05,5.1e-05
8.4e-05,5.4e-05
8.4e-05,5.7e-05
8.4e-05,6e-05
8.4e-05,6.3e-05
8.4e-05,6.6e-05
8.4e-05,6.9e-05
8.4e-05,7.2e-05
8.4e-05,7.5e-05
8.4e-05,7.8e-05
8.4e-05,8.1e-05
8.4e-05,8.4e-05
8.4e-05,8.7e-05
8.4e-05,9e-05
8.4e-05,9.3e-05
8.4e-05,9.6e-05
8.4e-05,9.9e-05
8.4e-05,0.000102
8.4e-05,0.000105
8.4e-05,0.000108
8.4e-05,0.000111
8.4e-05,0.000114
8.4e-05,0.000117
8.4e-05,0.00012
8.4e-05,0.000123
8.4e-05,0.000126
8.4e-05,0.000129
8.4e-05,0.000132
8.4e-05,0.000135
8.4e-05,0.000138
8.4e-05,0.000141
8.4e-05,0.000144
8.4e-05,0.000147
8.4e-05,0.00015
8.7e-05,3e-06
8.7e-05,6e-06
8.7e-05,9e-06
8.7e-05,1.2e-05
8.7e-05,1.5e-05
8.7e-05,1.8e-05
8.7e-05,2.1e-05
8.7e-05,2.4e-05
8.7e-05,2.7e-05
8.7e-05,3e-05
8.7e-05,3.3e-05
8.7e-05,3.6e-05
8.7e-05,3.9e-05
8.7e-05,4.2e-05
8.7e-05,4.5e-05
8.7e-05,4.8e-05
8.7e-05,5.1e-05
8.7e-05,5.4e-05
8.7e-05,5.7e-05
8.7e-05,6e-05
8.7e-05,6.3e-05
8.7e-05,6.6e-05
8.7e-05,6.9e-05
8.7e-05,7.2e-05
8.7e-05,7.5e-05
8.7e-05,7.8e-05
8.7e-05,8.1e-05
8.7e-05,8.4e-05
8.7e-05,8.7e-05
8.7e-05,9e-05
8.7e-05,9.3e-05
8.7e-05,9.6e-05
8.7e-05,9.9e-05
8.7e-05,0.000102
8.7e-05,0.000105
8.7e-05,0.000108
8.7e-05,0.000111
8.7e-05,0.000114
8.7e-05,0.000117
8.7e-05,0.00012
8.7e-05,0.000123
8.7e-05,0.000126
8.7e-05,0.000129
8.7e-05,0.000132
8.7e-05,0.000135
8.7e-05,0.000138
8.7e-05,0.000141
8.7e-05,0.000144
8.7e-05,0.000147
8.7e-05,0.00015
9e-05,3e-06
9e-05,6e-06
9e-05,9e-06
9e-05,1.2e-05
9e-05,1.5e-05
9e-05,1.8e-05
9e-05,2.1e-05
9e-05,2.4e-05
9e-05,2.7e-05
9e-05,3e-05
9e-05,3.3e-05
9e-05,3.6e-05
9e-05,3.9e-05
9e-05,4.2e-05
9e-05,4.5e-05
9e-05,4.8e-05
9e-05,5.1e-05
9e-05,5.4e-05
9e-05,5.7e-05
9e-05,6e-05
9e-05,6.3e-05
9e-05,6.6e-05
9e-05,6.9e-05
9e-05,7.2e-05
9e-05,7.5e-05
9e-05,7.8e-05
9e-05,8.1e-05
9e-05,8.4e-05
9e-05,8.7e-05
9e-05,9e-05
9e-05,9.3e-05
9e-05,9.6e-05
9e-05,9.9e-05
9e-05,0.000102
9e-05,0.000105
9e-05,0.000108
9e-05,0.000111
9e-05,0.000114
9e-05,0.000117
9e-05,0.00012
9e-05,0.000123
9e-05,0.000126
9e-05,0.000129
9e-05,0.000132
9e-05,0.000135
9e-05,0.000138
9e-05,0.000141
9e-05,0.000144
9e-05,0.000147
9e-05,0.00015
9.3e-05,3e-06
9.3e-05,6e-06
9.3e-05,9e-06
9.3e-05,1.2e-05
9.3e-05,1.5e-05
9.3e-05,1.8e-05
9.3e-05,2.1e-05
9.3e-05,2.4e-05
9.3e-05,2.7e-05
9.3e-05,3e-05
9.3e-05,3.3e-05
9.3e-05,3.6e-05
9.3e-05,3.9e-05
9.3e-05,4.2e-05
9.3e-05,4.5e-05
9.3e-05,4.8e-05
9.3e-05,5.1e-05
9.3e-05,5.4e-05
9.3e-05,5.7e-05
9.3e-05,6e-05
9.3e-05,6.3e-05
9.3e-05,6.6e-05
9.3e-05,6.9e-05
9.3e-05,7.2e-05
9.3e-05,7.5e-05
9.3e-05,7.8e-05
9.3e-05,8.1e-05
9.3e-05,8.4e-05
9.3e-05,8.7e-05
9.3e-05,9e-05
9.3e-05,9.3e-05
9.3e-05,9.6e-05
9.3e-05,9.9e-05
9.3e-05,0.000102
9.3e-05,0.000105
9.3e-05,0.000108
9.3e-05,0.000111
9.3e-05,0.000114
9.3e-05,0.000117
9.3e-05,0.00012
9.3e-05,0.000123
9.3e-05,0.000126
9.3e-05,0.000129
9.3e-05,0.000132
9.3e-05,0.000135
9.3e-05,0.000138
9.3e-05,0.000141
9.3e-05,0.000144
9.3e-05,0.000147
9.3e-05,0.00015
9.6e-05,3e-06
9.6e-05,6e-06
9.6e-05,9e-06
9.6e-05,1.2e-05
9.6e-05,1.5e-05
9.6e-05,1.8e-05
9.6e-05,2.1e-05
9.6e-05,2.4e-05
9.6e-05,2.7e-05
9.6e-05,3e-05
9.6e-05,3.3e-05
9.6e-05,3.6e-05
9.6e-05,3.9e-05
9.6e-05,4.2e-05
9.6e-05,4.5e-05
9.6e-05,4.8e-05
9.6e-05,5.1e-05
9.6e-05,5.4e-05
9.6e-05,5.7e-05
9.6e-05,6e-05
9.6e-05,6.3e-05
9.6e-05,6.6e-05
9.6e-05,6.9e-05
9.6e-05,7.2e-05
9.6e-05,7.5e-05
9.6e-05,7.8e-05
9.6e-05,8.1e-05
9.6e-05,8.4e-05
9.6e-05,8.7e-05
9.6e-05,9e-05
9.6e-05,9.3e-05
9.6e-05,9.6e-05
9.6e-05,9.9e-05
9.6e-05,0.000102
9.6e-05,0.000105
9.6e-05,0.000108
9.6e-05,0.000111
9.6e-05,0.000114
9.6e-05,0.000117
9.6e-05,0.00012
9.6e-05,0.000123
9.6e-05,0.000126
9.6e-05,0.000129
9.6e-05,0.000132
9.6e-05,0.000135
9.6e-05,0.000138
9.6e-05,0.000141
9.6e-05,0.000144
9.6e-05,0.000147
9.6e-05,0.00015
9.9e-05,3e-06
9.9e-05,6e-06
9.9e-05,9e-06
9.9e-05,1.2e-05
9.9e-05,1.5e-05
9.9e-05,1.8e-05
9.9e-05,2.1e-05
9.9e-05,2.4e-05
9.9e-05,2.7e-05
9.9e-05,3e-05
9.9e-05,3.3e-05
9.9e-05,3.6e-05
9.9e-05,3.9e-05
9.9e-05,4.2e-05
9.9e-05,4.5e-05
9.9e-05,4.8e-05
9.9e-05,5.1e-05
9.9e-05,5.4e-05
9.9e-05,5.7e-05
9.9e-05,6e-05
9.9e-05,6.3e-05
9.9e-05,6.6e-05
9.9e-05,6.9e-05
9.9e-05,7.2e-05
9.9e-05,7.5e-05
9.9e-05,7.8e-05
9.9e-05,8.1e-05
9.9e-05,8.4e-05
9.9e-05,8.7e-05
9.9e-05,9e-05
9.9e-05,9.3e-05
9.9e-05,9.6e-05
9.9e-05,9.9e-05
9.9e-05,0.000102
9.9e-05,0.000105
9.9e-05,0.000108
9.9e-05,0.000111
9.9e-05,0.000114
9.9e-05,0.000117
9.9e-05,0.00012
9.9e-05,0.000123
9.9e-05,0.000126
9.9e-05,0.000129
9.9e-05,0.000132
9.9e-05,0.000135
9.9e-05,0.000138
9.9e-05,0.000141
9.9e-05,0.000144
9.9e-05,0.000147
9.9e-05,0.00015
0.000102,3e-06
0.000102,6e-06
0.000102,9e-06
0.000102,1.2e-05
0.000102,1.5e-05
0.000102,1.8e-05
0.000102,2.1e-05
0.000102,2.4e-05
0.000102,2.7e-05
0.000102,3e-05
0.000102,3.3e-05
0.000102,3.6e-05
0.000102,3.9e-05
0.000102,4.2e-05
0.000102,4.5e-05
0.000102,4.8e-05
0.000102,5.1e-05
0.000102,5.4e-05
0.000102,5.7e-05
0.000102,6e-05
0.000102,6.3e-05
0.000102,6.6e-05
0.000102,6.9e-05
0.000102,7.2e-05
0.000102,7.5e-05
0.000102,7.8e-05
0.000102,8.1e-05
0.000102,8.4e-05
0.000102,8.7e-05
0.000102,9e-05
0.000102,9.3e-05
0.000102,9.6e-05
0.000102,9.9e-05
0.000102,0.000102
0.000102,0.000105
0.000102,0.000108
0.000102,0.000111
0.000102,0.000114
0.000102,0.000117
0.000102,0.00012
0.000102,0.000123
0.000102,0.000126
0.000102,0.000129
0.000102,0.000132
0.000102,0.000135
0.000102,0.000138
0.000102,0.000141
0.000102,0.000144
0.000102,0.000147
0.000102,0.00015
0.000105,3e-06
0.000105,6e-06
0.000105,9e-06
0.000105,1.2e-05
0.000105,1.5e-05
0.000105,1.8e-05
